0.0005,0.027614870929115288
0.0005,0.030658333666383285
0.0005,0.013577868576324127
0.0005,0.04360656310557009
0.0005,0.029317199845798263
0.0005,0.02735876492390795
0.0005,0.014415732763892308
0.0005,0.01606864045961602
0.0005,0.01852768705120501
0.0005,0.028760141194485236
0.0005,0.020822755493335152
0.0005,0.018861805415256595
0.0005,0.04942571260632798
0.0005,0.03216477741920689
0.0005,0.02300262444991152
0.0005,0.024827557114223735
0.0005,0.011020810775350765
0.0005,0.03376959727739068
0.0005,0.02253956505299966
0.0005,0.035077584387634156
0.0005,0.019991032862696885
0.0005,0.01682284192791347
0.0005,0.022875859887748314
0.0005,0.028559408241266834
0.0005,0.01856143380159253
0.0005,0.017930828627992793
0.0005,0.0312709250335594
0.0005,0.03245199772168842
0.0005,0.05067948572826609
0.0005,0.02072635847971015
0.0005,0.023577905491091976
0.0005,0.026855921761501034
0.0005,0.040473989919667296
0.0005,0.02137365363013504
0.0005,0.04063763343525563
0.0005,0.015073410117717708
0.0005,0.018730906599185214
0.0005,0.022370526679198106
0.0005,0.018632217168478564
0.0005,0.01729715237580807
0.0005,0.014494017631753639
0.0005,0.02478404300640488
0.0005,0.03290245712797415
0.0005,0.033754555359871596
0.0005,0.020139425527182373
0.0005,0.024977818426261907
0.0005,0.014550105469693325
0.0005,0.019670263238808827
0.0005,0.021889246993260017
0.0005,0.01931002397509147
0.0005,0.036063543770685096
0.0005,0.04820485910388431
0.0005,0.03865227039076925
0.0005,0.0399029633805001
0.0005,0.04287646387937477
0.0005,0.01657112842992858
0.0005,0.020609601321008756
0.0005,0.019029320429638112
0.0005,0.03618069213588881
0.0005,0.021812587625679877
0.0005,0.01619695494182467
0.0005,0.02960850208125749
0.0005,0.033509260079494924
0.0005,0.026742854478934246
0.0005,0.01837506589511147
0.0005,0.035249773822017556
0.0005,0.05109433919039285
0.0005,0.03189523323805652
0.0005,0.02341680354225741
0.0005,0.028227274971352644
0.0005,0.022333537981869923
0.0005,0.019144696435809336
0.0005,0.031147203438735845
0.0005,0.04136271150273635
0.0005,0.03820403972609249
0.0005,0.019569915044513702
0.0005,0.03357572681951399
0.0005,0.025645974772207945
0.0005,0.019671952014403544
0.0005,0.01840761591674765
0.0005,0.023682364479910407
0.0005,0.020801378241365624
0.0005,0.03729399501270467
0.0005,0.018110088090740762
0.0005,0.027266320241412775
0.0005,0.024197499809799166
0.0005,0.02730575121577401
0.0005,0.03033190502860682
0.0005,0.02550336151977618
0.0005,0.032387226209845486
0.0005,0.0441876383647276
0.0005,0.01196232212696702
0.0005,0.05903036594789676
0.0005,0.02647868159657291
